Stars,Titles,Reviews
2,Good,Good
2,Average,Average
2,Awaiting your rply Amazon and Skybags team,"Quality checking too much bad, with out zipper locking how to use this pls explain our Skybags team"
2,Scratch,Having Scratches bag like cut
2,Not what it looks loke,It was light weight but extremely small size. I returned it
2,Not sturdy at all,Material is very cheap plastic. It bends by light pressure.
2,not that good as expected,not sure if quality is good enough!! looks like of cheap plastic (mentioned as polycarbonate!!).. not expected atleast from VIP brand!!
2,Very small in size.,Condensed. The space is too less inside. Suggest to go for 1size bigger
2,Good product,"Body was full of scratches
Overall good product"
1,"I recently purchased the Sky trolley bag from Amazon, and I must express my disappointment","I recently purchased the Sky trolley bag from Amazon, and I must express my disappointment with its quality. The overall construction feels subpar, and after only a short period of use, I've noticed signs of wear and tear.

The material seems to lack durability, and the stitching is already unraveling in certain areas. The wheels also don't roll smoothly, making it cumbersome to maneuver, especially in crowded spaces.

I expected better quality for the price, and I'm concerned about the bag's longevity. I hope Sky takes these issues into consideration for future improvements."
1,As bad as it can get.,"Firstly I got different colour it is not what I ordered. This bag looks like a used product. Scratches and dark marks are present all over it. Protective film is already removed. Inside zipper is torn and is sewed.
Very bad product experience."
1,Dameged Tires,"Guys really am very sad to buy this ... Firstly they sent I too late hai after I received that there is tires issue in it. But am unable to return it as I have to travell no time to buy again, so mu suggestion is if buy this then please buy at least 15 days before travelling"
1,Damaged product was delivered,"The product delivered was damaged. Amazon was earlier good and now the quality of the products are becoming worst , this is the third such instance for me n the last 3 months. Either wrong r damaged products are getting delivered and its high time Amazon starts looking into these aspects , else thy r going to lose the market. Flipkart is much better than this. If thr s any customer service or support looking at these feedback’s it’s high time Amazon stop doing this nonsense stuff."
1,Very Poor quality,"Waste of money,thickness of the product is very much disappointed, as poor as just like bucket thickness, really disappointed from Amazon ,after one trip it got damaged."
1,Very Bad Product,"It is not a value product. Have many scratches when I received it, quality is very bad, lock doesn't work, it is not a worthy product. Please friends doesn't buy this product from Amazon. Now a days Amazon's every product is very bad quality and not maintained"
1,It's chain defective,Chain is not good quality
1,Request for product return,Product look like old many scratches on it. I request for return and waiting. Fault message appear on return status - return request cancelled by customer. Requesting for early manage for return
1,Wry poor quality product,"The product sent was old , fade the outer wrap was peeling off .."
1,Don't buy!!!!! Worst product!!,"Worst product. Lock is stuck after 2-3 days.
0000 stopped working after few days.

Don't buy this product!!

Quality is also bad."
1,Worst product,"Quality is so bad. Didn’t expected from Skybags. Also Amazon is not picking up the return, intimated 6-7 times. No refund recvd. Really very bad service"
1,Suitcase was not opening,"The lock is not opening and had to remove it for a new lock from the shop
Looks nice but it doesn't work"
1,Finishing is not good,"The finishing is not like, what is available in the offline market. it can't be given as gift to someone."
1,Not sutisfaied,Product thik hai par size bada hai kab se change k lea request daal raha change karne aa nahi rahe hai koi
1,Not sturdy,"Play Video
 Wheels broke with just a trip
in a month"
1,Damaged or used product,"For this . Zero rate..Product is damaged, see photos, I just received and now I am demand for return."
1,Defective piece,They have given me defective piece the lock was not working and was damaged a bit
1,Trolley suitcase medium size of sky bag,Handle of trolley suitcase wasn't working properly so I have to return the item .
1,Damaged product,Product was damaged
1,Not orginal,It's not original
1,Poor build Quality. Useless,Poor build Quality. Very sensitive to scratches and not much strong.
1,"I baught this , but unable to open that,",Please suggest me what is the lock number
1,Damaged products.. Return is so delayed,
1,Damaged Product supplied,Product received in damaged condition. Even trolley get stuck and do not get opened. Outer packaging box is 100%. It seems to be either duplicate product.
1,Amazon send a defective item.,Amazon send a defective item.
1,,Galt सामान भेजा है
1,Bad Product,The quality is very low. Zip is of very low quality. The alignment is not appropriate and product looks duplicate.
1,Unpleasant Experience!!!,"Unpleasant Experience!!!

THIRD CLASS PRODUCT !!!"
1,Suitcase,"I bought the suitcase two months ago and in two months the lock is broken the suitcase is very bad I didn't like the suitcase that I saw when I bought it so I didn't rate that sentence it's been two months since I bought the suitcase and within two months the lock has broken I am today minus rating
May I give an advice to amazon you should not sell such product on amazon which will harm your customers please sell good product i would give minus rating to both amazon and vip"
1,Telescopic Handle stuck.,"On this suitcase which was ordered earlier, the telescopic handle was not coming out. It was stuck inside. A replacement suitcase has been ordered."
1,Bad quality product delivered,There is nothing to like. Quality of the product is worst. First time defective and after returning second one is also defective and worst. When reported to Skybags they raised hand asking to buy from their official website. Then from where Amezon is selling defective items? Shame to both Amezon and Skybags for cheating customers like this. Too bad...
1,As we when received this the inside cover itself is torn,"Play Video
 As we received inside cover is torn there is no quality check before desptching and very poor quality of packing, hence we request for return"
1,Defective product,Defective piece delivered... Never order on Amazon when you are in a hurry....
1,Worst Product Ever," Its worst product Never Ever Buy this .
Reason

- Poor Quality of Material
-Telescopic Handle of bag does not work
-zipper is broken"
1,Handle stuck,"Handle is poor quality, stuck again and again 😞"
1,Poor quality of Zip link,In our second travel the zip link which moves the zip and then is inserted in the lock BROKE. The suitcase was properly handled by us and at the airport. This made the suitcase totally unsafe as it could be opened by anyone. A premium product which is unreliable to use. I checked the broken link and found it to be thin and flimsy. The company claims that the product is tested extensively and is sturdy. Complete falsehood.
1,Worst Quality Product, Wheels are out shaped in 2 months time.
1,Zip fail from two sides 🤔🤔,
1,Horrendous Service,I ordered the product well in advance to use it for travel. The first one came defective with the lock. Contacted Amazon and got it exchanged. The replacement product came defective again with the handle not coming out. Now Amazon says exchange cannot be done and a refund would be given after 3-4 business days. This is horrendous service as after waiting for days I do not have any product to use nor have my money in hand too.
1,aworst product,Product delivered in burn marks & damage marks. I have requested for exchange it but exchange is not possible in this order. So i have purchase it for gift & same i gift to some one.
1,Defective item,"Play Video
 I had received the defective bag, immediately I had processed for return. After 10 days also nobody came for pickup."
1,Chaun open code kya h khul hi nhi rha h,"Play Video
 Chain open nhi ho rhi h code kya h"
1,Not open fully and stuck,Play Video
1,Defective,"Pullout handle mechanism defective, getting stuck midway, not freely telescoping.
Service chain broken.
One side cover film is removed.
Bag doesn't look brand new."
1,Bad experience,Product is very bad I never suggested to anyone. I purchased this product first time got damaged product i returned but again got damaged product so I never suggested to anyone 😔
1,Defective product,Lock is not working..not returned very bad service
1,Recieved defective product,"Product was compressed, there were small holes instead of company's logo."
1,Poor quality,Broken in an year ..zip lock issues came thrice during usage in an year
1,Damaged,"Zip ki side se chuhe (rat) ne kata hua tha.
Exchange bhi nhi hua."
1,Inferior Quality Bag,"Purchased Skybag 8 months back and the wheel got damaged, when i contacted Amazon customer care, they asked me to contact Couldtail who was the seller. when wrote a mail to cloudtail, they again redirected me to Amazon customer care. Surprisingly now Amazon customer care person says there is no warranty on this product.
If you check on Amazon even now, it is showing 3 years of International warranty, which statement is correct?? Can we still be lieve this site any more??"
1,Full of stains and scratches,Full of stains and scratches
1,Lock,Worst product
1,Damaged,Damaged item sent. all stiches were not original. Gluing could be felt.
1,Damaged product,Received damaged product.one star rating is also waste
1,Not good,"First use on airport and logo came out
Quality is not good"
1,Very poor, I raised one concern but they did not proper resolution just repating and saying about process....
1,Disappointed with the product 😕,"Disappointed. Scratches and chain missing. Seems a bit old. Color fade issue.
That's the problem we customers face while purchasing luggage bags online. Better purchase it off-line."
1,Suitcase received open and very bad condition.,"Suitcase received open condition, no brand packing, more scratches on body, Suitcase dusty, customer address lable and Invoice copy pasted on Suitcase body, overall it is very bad condition."
1,Waste of money,Product received in a very bad condition. The laminate on the surafe was torn at many places. Wasn't packed well. Had scratches all over it. Very poor quality. Never recommended to buy
1,Received faulty product,"I have received my Skybag trolley. But the lock is not working.
The main problem is I have ordered two trolleys. The small trolley is inside the big trolley. But the lock is not opening. It's a faulty lock.
As I have put return request. The delivery guy came today to take my trolleys back.but they are unable to open the lock.so,because of that they don't know the small trolley is inside the big trolley. And the verification got failed.I am trying to contact amazon customer service. I wanna talk to them.But there is not showing call me back option. And now I'm helpless. I don't know what to do."
1,Damaged product,Damaged product with scratches on the body.
1,Replacement product is also having defect,"Play Video
 First product have major scratches int it and this one have minor scratches which can be ignored but zip is not working."
1,POOR QUALITY...VERRRYYY DISAPPOINTED 😞,
1,Low quality,Do not buy this product of low quality.
1,Very poor packaging and damaged product as well,
1,Poor,Seems 2nd Or 3rd quality. May be made for cheaper online sale only.
1,Dont buy. low quality..,"rubber sealing is peeling off.. very low quality suitcase. also, Red color shown in pics but actual color is like Pink."
1,Outer layer damaged,Outer layer which has made with cover having lots of scratches due to this product won't look like new one.
1,Sub quality product delivered,"After first travel the outside and inside lock broken , plastic coating getting ripped off from outside . Very low quality product got delivered . Very poor quality of luggage, seller and Amazon should take such things seriously as it downgraded users confidence on sellers."
1,Useless product,Surface peels off . Wheels making noise after 2/3 trips . Hopeless product
1,"Very bad condition, the guy delivered this without any packaging very unprofessional",Play Video
1,Defective Product and Overpriced,"The product I received had damaged Zips and had multiple scratches all over its surface. The Zip quality is horrible as well and a local brand trolley bag of Rs 1500 would provide better zip than this. The seller does not even care to do a basic quality check up before packing it for delivery. There are many reviewers complaining about the same. So, DO NOT BUY THIS OVERPRICED WORTHLESS ITEM"
1,One of the wheels came out completely,"Play Video
 One of the wheels cameout completely, in the house itself,

On it first use going to international destination. distress and scrambling to find repair shop took 1 hr of valuable time.

Hopefully i will be able to get the repaired picture if possible.

**** You guys are selling not quality passed products in primeday sale? ****

Hi , latest the suitcase developed a break. We are looking for replacement from skybags."
1,Not satisfied,Product was given only in politin. Not covered properly
1,Buy luggage at a store,"Buying luggage online is a sham id rather you buy it at a store by paying a few bucks more rather than receiving damaged products. Had to exchange mine once because of a pretty visible scratch, which was then replaced by one that was faded. Eventually I had to request for a refund."
1,Worst product,This trolley bag is one of the worst product I received yet from Amazon.. lock is not working and also it's colour didn't stay longer even for 10 days..
1,I got damaged one,The bag was damaged and dirty
1,Got broken piece,As I was out of town so I was not able to check the products today I checked and found the broken piece so plz kind request to exchange the product though return window is closed humble request 🙏do needful plz
1,Damaged in a month itself,Handle is damaged in one trip. Pathetic product
1,Used and damaged product and quality also very low,
1,Poor quality,Very poor quality.
1,Not enough space,"Not enough space, it's height is less"
1,Quality of Lock,Its lock gets damaged anytime and you can again get stuck in the middle of the journey.
1,Damaged piece,Worst one
1,defective product received,"Very bad quality , defective product received and lock is stuck inside my belongings and not able to open it used first time on 14 oct and now from last two days trying to open it , customer care pls contact me and get it return"
1,size is small,size is too small
1,It is not a scratch resistant, Quality of the product is very poor not suggested for travel design looks super in the image the quality of the design is very bad bad quality from skybags it is not a scratch resistant
1,Its a used product,This product already used by someone & returned. Lot of scratches on the cover. Zip lock is not good...Bad product. American tourister is best compared with this brand.
1,Trolley Bag is defeated, I am not happy because the product is defeated.
1,Wheels r not good .,I ll suggest you to purchase this from other website. Amazon doing fraudulent activities
1,Worst Amazon service,"The product is good, no issues there.
Just do not order this from Amazon, for any reason if you want to return it, nobody comes to pickup.
I have tried to return this 4-5 times, there is no answer from customer service also. They will just tell to start the return again."
1,Really not recommended,"it was broken while holding the bag. It happened with in few months of purchase. It's a very bad experience for me. I have tried for a warranty claim, but request was rejected. I am very disappointed with their customer service. I have tried to claim my warranty but no one responded positively. Really embarrassing experience from their end. Not recommended for regular traveler, because of worst quality."
1,Really bad,"We really liked the product from skybags ,as we are using it from long time but this didnt look like it is from skybag ,very low quality and size also was small from which we ordered ,moreover the worst thing was we received it without box the packing was so poor ,it was just wrapped in panni and sent to us . So it was bad experience"
1,zip is very poor,The zip inside the bag is broken and also the quality of the zip is very poor expected a much better trolly bag at this price but amazon just disappointed us by giving such a bad product
1,"Lock not working, size is smaller than advertised","Absolutely horrid product. The lock isn't opening, tried 000 then a bunch of different combinations, nothing worked.

Size is smaller than advertised. Advertised as 55cm in height where as it is just 46cm.

Polycarbonate isn't very sturdy as well.

Avoid this one."
1,Very bad,Used product
1,Handel is not properly working pickup and refund soon, Product very good but Handel is not properly working please pick up and refund my money they i purchase other products 5 time you miss my pic up order you not pic up my order
1,Too worst and used product, I don't know how people thought we will keep this product. Such a worst product i have ever received from Amazon. It's better for me to stop buying from Amazon.
1,Poor quality,"The handle aluminium bar is of poor condition material, during the first travel itself it broke.
See the image the right upper pole has lost it silver button.
Please stay away from this product."
1,Worst bag,"Tiers not working and bag dirty felt like soap was over it.
Actually a VIP salesman said me this is very old model which is now sold in low price.
Not useful or worth it.
Better buy from somewhere else!"
4,Good product,The photo is after one year use. It's a good product. Slightly costlier but still recommend
4,Value for money,Good quality
4,Good,
4,Good one,This is good product to buy. Good fit to pocket and good leather quality
4,Paisa vasool 👍,Good looking
4,Good quality,Good Quality .. moneyworth
4,Nice,Nice but its matte look
4,Good product,It is very good quality at this price. Not a leather but very good
4,It was not the same colour I ordered.,The product quality is okay. But the color of the wallet was not the same i choose.
4,Product review,Awesome product quality good
4,Nice product,
4,Very good,Overall good quality 👍
4,Good,Good on this price.. I got in 269 rs.. I think this is not leather material but.. Quality is okk overall
4,Texture,Very nice texture feels expensive and perfect for a gift
4,good at this price point,texture
4,Best qulity,Great wallet quality leather wow
4,WildHorn Leather Wallet for Men,VERY GOOD QUALITY
4,Good product,Nice.ok for given price
4,Ok,Works fine. No problems till date.
4,Good,Nice quality
4,Value for the money.,"Good quality, I am satisfied"
4,Good quality product. Good matirial used. Satisfied with this product,
4,Good wallets.,Bohot achha wallet hain
4,Nice wallet and proper size,Leather Quality and it's size is really good 👍
4,Best in Budget!,"This is one of the best wallets in this range! Just go for it without a second thought! It does the job :)

I would say it's sturdy and holds for good time."
4,Worth for money,Everything is good
4,Nice,I order one colour but derived another one
4,Very nice and i am satisfied for this one,Very nice and i am satisfied for this one
4,Nice and durable,"Nice product
Good material"
4,Nice product,Nice product
4,Nice product,"I like it, looking so pretty"
4,Value for money,Good wallet in this price range.Using for last one year I am happy.
4,Wallet,Good leather
4,"Missing the secret pocket, asusual wallet.","Play Video
 Dislike product"
4,Good product value for money,Good value for money
4,First impression is awesome !,"Got it today with one day delivery. The wallet looks classy. I bought the brown one, its somewhat dark brown and i love it. Really spacious and feels good in hand."
4,Great product at this price,"The quality of the product is good. The size of the product is of normal wallet size. And it has six pockets, a simple wallet. Comfortable to keep in pants and the material is good at this low price. Writing after usage and even now it’s of good quality."
3,Ok,Ok
4,Best quality,The quality of the product is satisfactory at this price.Recomended to those who want a good quality wallet in a cheap price. Just go for it 😘🥰
4,Purchased for my brother,Purchased as rakhi gift my brother liked it.
3,Not as expected,Quality is not as shown in the picture.
4,Geniune leather 👍💯,"Play Video
 Overall worthy"
3,Good product worthful in budget range,Value for money
3,Average,Average
4,Ok,Good
3,Product is not good,It is better to buy purse from local market. Not good quality.
3,Average,Average
3,Cheap material and misleading,It's not made from leather. It's misleading
4,Wallet,Overall average product
3,Not that good,The outside is great. But inside
4,Good but it could be better,It feels like synthetic leather in image thought the feel will be like real leather but it is not but it's ok the color looks cool looks like premium brand packaging could be better that's it
4,Product quality Good,Material
4,Genuine product,Genuine
4,Good,It's good
3,Poor quality,I purchased for gifting someone but I don't like the product the wallet look dull and the packaging of the Amazon it's very cheap they rap the whitetap all the wallet box even they don't give in a box or rapper 😭
5,Good quality and comfortable,"Quality is very good, sleek design. Well crafted for comfort. Is able to hold 2 sections for money, on expandable section for coins and holds 4 cards. Leather quality is also very good"
4,Good quality,Ample pockets to segregate cards and money
4,Good,The product material appears good.
4,Useful wallet,"Good wallet at this price. I purchased last week, it is soft and strong."
3,Average quality.,Not of good quality and over priced.
5,Buy it,"Impressive wallet with a flawless score in looks, material, and space. Boasts a perfect 10/10 in all aspects, making it a top-notch choice for those seeking style, quality materials, and ample storage."
5,Satisfied with the wuality,Good and durable. Product is exactly delivered as shown in the picture.
4,Portability,Leather is good but some wrinkles appear. Others are fine
5,It's good and worth the price,It's good no cloth used inside so durable
5,Good wallet,This wallet is good for its budget and you can buy this. Leather quality is also good. It can last a long time.
4,Overall good.,Good material. Cards snugly fits in pockets. Coin pouch is a helpful addon. Texture of wallet is superb. Looks premium.
4,Very good product,Good
3,Could have been better overall not bad,Good in this price range but Small size and some area missing as compare to other brand wallet
4,Good leather,Leather and wallet is good
4,Happy with the quality and color,Material
4,Mens purse,Good purse for daily life uses
3,Good,"Durable 👍,fit👍, good texture 👍"
4,I don't like the color and the material feels light on the inside,The leather is good on the outside but the inside is not as durable
5,Best for price,Very durable
5,Nice,Nice
4,Yes,"Everything is good some products missing
Some products now rate is high last month normal rate this month i seen basmati rice also high"
3,Okayish enough,"The product is nice and good. One thing I am doubtful is they claim it is genuine leather. Apart from that, all the rest is good. Look and feel is nice too."
4,Comparative good product,"Opening box wallet looking good, hope it is long-lasting"
5,Exaxct as ordered,"No damage,many pockets desired size and very premium product with low cost"
4,Noice,It's noice. 👌
3,Okay,Not Bad
5,Good,Good
5,Elegant and Simple,"My father never buy products online. This time,I insisted him to buy this as his previous Wallet was almost damaged!

He believed me and agreed to order. Today, it was delivered and he became very happy after getting this premium looking simple leather wallet. It comes with neat and clean semi-rough texture perfect for everyday use.

I got it in 285/- in Amazon Great Indian Festival."
4,Good quality,
3,Collor different,
5,Nice,Nice 👍
3,Product quality & ETC,This is a good product with good quality of leather. and the product price is so affordable. but their packaging quality is not good. And stitching quality is not good 😐. Overall good & most affordable wallet.
4,awesome product,"""I recently acquired a wallet, and I must say it's not only aesthetically pleasing but also impressively affordable."""
4,Nice Wallet..,"Build quality is super
Look is very impressive
Very nice brand
Worthy product 👍👍"
5,Genuine product,"It's a very good product, soft and easily fits in the pocket."
3,Wrong description,It has space only for 4 credit cards not six as mentioned in description of the product
5,Good quality product,"Leather quality is very good.
I believe they have used genuine leather.
Good texture design.
Very spacious slots ; but not too big one to carry.
I bought it for ₹ 285/- during Oct 2023.
Product deserves 5 star rating."
4,Nice buy,Good faux leather at this price. Color was just as shown in picture and it has lasted long too..
5,Worth of money,Nice one good lather product is really good
5,Very good product,"Play Video
 Good finish, good colour, and fit for packet. Received a good day and time. Thank you.

Recommended product."
5,Quality,Quality wise it was a excellent product 👍
4,Best,Value for money.
5,Good One,Good one and value for money
5,Worth Of Price Satisfied 💯❤️👌," Good quality of Leather
Good Finishing and stretching
Light weight
Friendly pocket size and Fit
Durability will update after few months."
4,Good,Good product
5,Good quality and comfortable,"Quality is very good, sleek design. Well crafted for comfort. Is able to hold 2 sections for money, on expandable section for coins and holds 4 cards. Leather quality is also very good"
5,Buy it,"Impressive wallet with a flawless score in looks, material, and space. Boasts a perfect 10/10 in all aspects, making it a top-notch choice for those seeking style, quality materials, and ample storage."
5,Satisfied with the wuality,Good and durable. Product is exactly delivered as shown in the picture.
5,It's good and worth the price,It's good no cloth used inside so durable
5,Good wallet,This wallet is good for its budget and you can buy this. Leather quality is also good. It can last a long time.
5,Best for price,Very durable
5,Nice,Nice
5,Exaxct as ordered,"No damage,many pockets desired size and very premium product with low cost"
5,Good,Good
5,Elegant and Simple,"My father never buy products online. This time,I insisted him to buy this as his previous Wallet was almost damaged!

He believed me and agreed to order. Today, it was delivered and he became very happy after getting this premium looking simple leather wallet. It comes with neat and clean semi-rough texture perfect for everyday use.

I got it in 285/- in Amazon Great Indian Festival."
5,Nice,Nice 👍
5,Genuine product,"It's a very good product, soft and easily fits in the pocket."
5,Good quality product,"Leather quality is very good.
I believe they have used genuine leather.
Good texture design.
Very spacious slots ; but not too big one to carry.
I bought it for ₹ 285/- during Oct 2023.
Product deserves 5 star rating."
5,Worth of money,Nice one good lather product is really good
5,Very good product,"Play Video
 Good finish, good colour, and fit for packet. Received a good day and time. Thank you.

Recommended product."
5,Quality,Quality wise it was a excellent product 👍
5,Good One,Good one and value for money
5,Worth Of Price Satisfied 💯❤️👌," Good quality of Leather
Good Finishing and stretching
Light weight
Friendly pocket size and Fit
Durability will update after few months."
5,Best one I have had yet,"This is the best quality wallet I have had, durable, fits in pocket perfectly, texture is good, leather has good feel"
5,Excellent Product!,Really happy with the product. The material feel / stitching quality/ slimness are all really good. Overall a very neat purchase. Lets see how long this lasts though.
5,Good product,"Play Video
 The wallet is really good looking and is long lasting.The fit is great and the grainy texture looks pretty good as well.No threads coming out.The debit cards also go quite smoothly in the holder which is quite spacious.Plus has a premium look to it.Definitely worth every rupee."
5,Genuine Leather Wallet _ You can Feel,"Genuine Leather _ Good materials
one can feel the quality of the leather...
go for it..."
5,Good Product,Good Meterial Quality
5,Good,Value for money
5,good product,Nice wallet
5,Superb,"Fit and superb performance excellent and portability is good, its pure leather 👌"
5,Nice,Nice
5,Good product,Portability was good. Material was great. There is no damage. And it's easy fit.
5,Leather purse,Good quality product. Loved it. Came with nicely packed.
5,Amazing wallet,Amzonh
5,It's Comfortable and Good Products,"Buy it because of Good quality, Comfort, Awesome color frequence, inner and outer look etc"
5,Must buy,"Very good option to buy. Better then many expensive brands. Just go for it 👍
⭐⭐⭐⭐⭐"
5,Best leather,It's ok good
5,Great,Good product! Go for it
5,What is the quality,"Fit, comfort"
5,Texture material,Jst awesome t
5,Leather,Best product
5,Nice,Low quality received product I was thinking leather is good but not expected
5,very goos my all products,i like
5,PURE LEATHER...,GOOD
5,amazing quality,good
5,Primium leather quality.,"Good material, easy in to use"
5,Most loved wallet and lifelong 👍🏻👍🏻👌🏻✍🏻,Fit material Best durability size material good 👍🏻
5,Good quality,"Good quality, and comfortable for my regular use"
5,Fabulous,"After 2 and half year writing this message, still it's perfect condition without any issues even the colour or shading. Worth for money"
5,Good product.,Leather quality is best. Good Texture.
5,Nyc,Nyc
5,Good quality,Good quality
5,best quality,that my second same wallet. 1st one i used it for 3 years. good 👍
5,Very good product,"Material is Genuine leather, no doubt. Durable and very good quality. 100% recommended."
5,Comfortable,Quality product
5,Leather quality is really good,Value for money whn it comes to quality
5,Loknath naidu,It's a good product worth for money
5,Good material,Good material and stitching. Enough compartments for storage
5,Gym ribbons,Very nice product 👍
5,Very Good Experience,Nice Quality Product. The outer and the inner Portion is totally smooth and soft. Hope it will be a long lasting product.
5,Very hud, Verybgud one. Value for money
5,Looking cool,I like 👍
5,Genuine purse,"We can definitely hope the purse it will definitely
Covers urs essential documentations"
5,"Genuine leather,","Quality product, simple and look good, original leather product. Recommended.."
5,Nice product 😊,"Play Video
 Good 😊"
5,Excellent,Exactly what I needed. As shown in photo.
5,Worth the price.,"Good leather quality.
But size should be reduced."
5,Genuine,Genuine leather and looks great
5,Wildhorn,Leather is good
5,Good,Good product
5,Best one,Nice one
5,Good,Good
5,Dil baag baag ho gaya,Nice product....
5,Beautiful wallet,Nice product
5,Worth for money,Nice
5,Great product,Very good
5,Very good product,I bought this again after 2 years and it's very good
5,Worth varma,Good
5,Beat product ever✌🏻,"Value for money 🤩
Its original leather,
Quality is awesome
Love the product
Using since 1 year
No any damage till today"
5,Very good product,Value of money good product pure leather and one year use this product and best. 1 year a go this product
5,Nice,Good
5,It's great deal at best price,A great 👍
5,Good,Looking perfoted
5,It was very nice quality and the smell was superb,
5,Nice quality,it's good for everyday use... i bought it for my dad and he loves it
5,"Leather, stitches and spacious","Quality of leather, stiching and specious as you can keep credit cards, currency notes and coins also.
Thank you Amazon for such a good wallet."
5,Great purse,"Not anything bad about it... Pretty much durable and i m using it till now...
Definitely a value for money"
5,Value for money for such a wallet,It's a great product to buy at this price point. The quality is also good. No problems and glitches found so a 5 🌟 product!!
5,Very Nice,"I bought this Wild Horn wallet after using my old wallet for 13 years. It's very nice, and I was looking for this type of wallet since last 1 year.
It's soft and smooth. So I recommend you guy's if you looking for a good wallet you can buy this."
5,Good,Nice
5,A good product with good budget,It's quality is very good and budget friendly
5,Very good violet,Very good product this type product generally used but this violet price much costly as compared to open market
5,Same quality as shown,Best wallet in this price range but little thick
5,Genuine leather,Wonderful product..original leather...
5,Good product and stylish,Good product and stylish
5,Good,Goog product
5,"Awesome quality, value for money and premium look . over-all great.. don't hesitate to buy",
5,Loved the product.,"Simple, sleek, good👍"
5,Nice product 👌,"Nice product
Good quality
I am happy 👌"
5,Vallet,"Product is good, good quality, value for money"
5,Great,Loved the product. Been using this since 7 - 8 months and no issues so far. The leather is very genuine and not even a single stiching issue has come up. Worth the money spended
5,Wallet, I like this wallet very much material is also good in this price it more worth go for it
5,Must buy product,"Nice colour, soft material"
5,Leather quality,Excellent quality leather.... very spacious
4,Good product,The photo is after one year use. It's a good product. Slightly costlier but still recommend
4,Value for money,Good quality
4,Good,
4,Good one,This is good product to buy. Good fit to pocket and good leather quality
4,Paisa vasool 👍,Good looking
4,Good quality,Good Quality .. moneyworth
4,Nice,Nice but its matte look
4,Good product,It is very good quality at this price. Not a leather but very good
4,It was not the same colour I ordered.,The product quality is okay. But the color of the wallet was not the same i choose.
4,Product review,Awesome product quality good
4,Nice product,
4,Very good,Overall good quality 👍
4,Good,Good on this price.. I got in 269 rs.. I think this is not leather material but.. Quality is okk overall
4,Texture,Very nice texture feels expensive and perfect for a gift
4,good at this price point,texture
4,Best qulity,Great wallet quality leather wow
4,WildHorn Leather Wallet for Men,VERY GOOD QUALITY
4,Good product,Nice.ok for given price
4,Ok,Works fine. No problems till date.
4,Good,Nice quality
4,Value for the money.,"Good quality, I am satisfied"
4,Good quality product. Good matirial used. Satisfied with this product,
4,Good wallets.,Bohot achha wallet hain
4,Nice wallet and proper size,Leather Quality and it's size is really good 👍
4,Best in Budget!,"This is one of the best wallets in this range! Just go for it without a second thought! It does the job :)

I would say it's sturdy and holds for good time."
4,Worth for money,Everything is good
4,Nice,I order one colour but derived another one
4,Very nice and i am satisfied for this one,Very nice and i am satisfied for this one
4,Nice and durable,"Nice product
Good material"
4,Nice product,Nice product
4,Nice product,"I like it, looking so pretty"
4,Value for money,Good wallet in this price range.Using for last one year I am happy.
4,Wallet,Good leather
4,"Missing the secret pocket, asusual wallet.","Play Video
 Dislike product"
4,Good product value for money,Good value for money
4,First impression is awesome !,"Got it today with one day delivery. The wallet looks classy. I bought the brown one, its somewhat dark brown and i love it. Really spacious and feels good in hand."
4,Great product at this price,"The quality of the product is good. The size of the product is of normal wallet size. And it has six pockets, a simple wallet. Comfortable to keep in pants and the material is good at this low price. Writing after usage and even now it’s of good quality."
4,Best quality,The quality of the product is satisfactory at this price.Recomended to those who want a good quality wallet in a cheap price. Just go for it 😘🥰
4,Purchased for my brother,Purchased as rakhi gift my brother liked it.
4,Geniune leather 👍💯, Overall worthy
4,Ok,Good
4,Wallet,Overall average product
4,Good but it could be better,It feels like synthetic leather in image thought the feel will be like real leather but it is not but it's ok the color looks cool looks like premium brand packaging could be better that's it
4,Product quality Good,Material
4,Genuine product,Genuine
4,Good,It's good
4,Good quality,Ample pockets to segregate cards and money
4,Good,The product material appears good.
4,Useful wallet,"Good wallet at this price. I purchased last week, it is soft and strong."
4,Portability,Leather is good but some wrinkles appear. Others are fine
4,Overall good.,Good material. Cards snugly fits in pockets. Coin pouch is a helpful addon. Texture of wallet is superb. Looks premium.
4,Very good product,Good
4,Good leather,Leather and wallet is good
4,Happy with the quality and color,Material
4,Mens purse,Good purse for daily life uses
4,I don't like the color and the material feels light on the inside,The leather is good on the outside but the inside is not as durable
4,Yes,"Everything is good some products missing
Some products now rate is high last month normal rate this month i seen basmati rice also high"
4,Comparative good product,"Opening box wallet looking good, hope it is long-lasting"
4,Noice,It's noice. 👌
4,Good quality,
4,awesome product,"""I recently acquired a wallet, and I must say it's not only aesthetically pleasing but also impressively affordable."""
4,Nice Wallet..,"Build quality is super
Look is very impressive
Very nice brand
Worthy product 👍👍"
4,Nice buy,Good faux leather at this price. Color was just as shown in picture and it has lasted long too..
4,Best,Value for money.
4,Good,Good product
4,Good product for 400,Value for money
4,Worth it,Wallet is exactly what I expected it to be. Color is slightly different.. but it is unnoticeable. Inners are cloth. Outer is soft leather. Logo has brush finish which looks good. Highly recommended
4,Widhorn wallet review,6 slots of cards I liked most
4,Quality,Good
4,Good quality,Quality
4,Nice,Very good
4,Good product,Happy about the wallet. It was delivered before the scheduled delivery.
