Stars,Titles,Reviews
3,Overall good product but issue with the power bank point in the bag,"The bag is really good in terms of material used to make which feels premium and durable as well as it is adequately spacious and all the necessary items fit within.

Only Problem i encountered is with the power bank pouch. The wire used inside the pouch feels of low quality as it seems to be not compatible with a fast charging power bank (example: MI power banks).
Also the external port through which the charging cable can be plugged into the phone seems to be of poor quality as the charging cable plugs out even with a slightest movement of the bag."
5,Good quality bag,Value for money
3,Not received proper items as included with the product.,Didn't receive any mask and rain cover with this backpack.
5,Impressed,Value for money
5,Good product,It's very good product more than expectations
5,Great product,"Good quality, finish and looks. Love it"
5,OUTSTANDING ❤,"I like the build quality. Space is outstanding,. There is a mask protection. of artic fox. Weight is about 600gm.and colour is marble black. Performance wise it is good"
5,Superb,Stitching is nicely done.... material quality looks super ....provides full protection to your items you want to carry...overall 5/5 ✨✨
4,Product Value,"The product is value for money. It product is very good looking and its design is awesome.
And, material is also good."
5,Amazing product with reasonable price,The quality is definitely amazing which gives a premium vibe and the straps are comfortable to wear. The laptop space is also nice
4,good produce,good product. Bit expensive
5,Good material,Nice bag
5,Mass,Nice
4,Review,Very good product.
3,Not same as shown in photos,"The outer quality of the bag is good but inside quality is not good and the zip quality is very cheap 😕 in this prize range they should have gave us metal zips, and the inside colour of the bag is different from the photos shown in this page I thought I will get silver colour inside but it's black really dispointed:("
5,Spacious & durable,"Like the shape, build quality"
5,Excellent Bag,Very good product. Looks cool
5,"High quality bag, Very much satisfied","The quality as well as look is just the best, it's got a sexy look, perfect fr a college student. Made in INDIA product, just loved it. Go fr it, worth every single penny. Quiet spacious too than expected."
5,Perfect Go-To Bag,Perfect for Office and Very Sturdy packaging with a rain coat for the bag so for laptop carriers it's perfect
4,Good at this price,
4,Nice,Nice product
5,Excellent Quality! Must Buy.,Bag Quality is Excellent and good space management.Also got free mask with it.
5,Good,"Best for office and college. But if you carry too many books then you can't fit your lunch box. I travel by public transport (bus). So the bag really suffers a lot everyday. But still goo as new. Freaking durable.
Btw i writings thus review after one year of use"
5,Nice product,Value for money
5,Really good as per the price range,"I didnt expected this bag to be this good to be honest but it really well padded and safe for laptop, it is little bulky in design which I like it also water resistance is good, only the delivery was not on time it was 1 day late other than that it is really good product"
5,Value for money,Best bag I have ever used in my life it's give primium look ..and it's rain cover is also 🔥💯 sexy.. don't think just go for it..and it has hidden chain which is stick at your back ..i just love this bag ..but the company who had made this bag they didn't give lock to secure our goodies..
5,A Superb Buy,Thank you so much. No words for this product. Amazing and surprisingly really high quality bag received. One of the best purchase I’ve made in Amazon. 10/10 quality & 10/10 design. Everyone loved it in my group.
3,Overall Good bag but,"If you have a Gaming laptop (i have Dell G15 5515) its very difficult to fit in, if you have any notebook 15.6"" it'll fit easily, but the space for laptop thickness wise is a bit less. Overall bag is of good quality and built."
3,Look wise amazing 5/ 5. Quality wise 3/5. Storage wise 2/5,"Looks 5/5
Storage 2/5
Quality 3/5"
5,The quality,"Fantastic quality , thought it is a bit smaller than expected , but it's good , has a mask and raincover inside and comes with good packaging , overall 4.8/5 ! , 🚫 Not Recommended for school students. (I purchased it for 1440 rs and it's worth it)."
5,Value for money,"The product is awesome. The quality of fabric,zip,logo is excellent. It's very lightweight as well and super classy. You will see people noticing it when you will walk on the streets.
Adding one more point after using it for a while, It's of excellent use in the rainy weather. The rain cover fully covers it and still it looks great."
4,Quality bag,"People around you will definitely ask bag mast he kidhar se liya
⭐⭐⭐⭐, thoda aur sasta hona chaiye tha between 1200-1300.."
5,Value for money 💰,"Really wonderful looking , im using since 1 month"
5,It's so expensive,It's a nice and beautiful bag to carry
5,Best quality,The bag is very comfortable in this price ☺️ and high quality bag in its price
5,CLASSY,Sexyyyyyyy
5,Premium bag,Premium and best quality bag ever ever ever ever ever i have brought
5,The allrounder bagpack,Quality of this bag is very high also the leather is very premium and durable.
4,You don't get the Drawstring Raincover!!,"The bag is great over all, saw a little tampering with the pack may be because of security reasons 🤷‍♂️ over all bag is good but this bag do not come with the official drawstring raincover(personally that was the most sad thing... ) other than that yup its the best [still advised to buy from official website..🫥]"
4,Size,Ideal for upto 15.6 inch laptop but not more than that.
5,Superbbb👌,"Good quality, designed fantastic, comfortable for travel and office aslo."
5,Review of Artic fox Bag,"The Arctic Fox Slope Anti Theft 23 L Backpack in Marble Black has proven to be a game-changer for my daily routine. Its sleek and stylish design caught my eye, but it's the practical features that truly impressed me. With a spacious 23 L capacity, this backpack accommodates all my essentials effortlessly. The anti-theft design adds a layer of security, providing peace of mind during my travels.

One standout feature is the built-in USB charging port, which has become invaluable for staying connected while on the move. The convenience of charging my devices on the fly has made this backpack an essential companion in my day-to-day life. The attention to detail in the craftsmanship is evident, and the durable materials used ensure longevity.

Whether I'm commuting, traveling, or heading to work, the Arctic Fox Slope Backpack not only complements my style with its Marble Black finish but also enhances my overall experience. It's a well-rounded, functional backpack that effortlessly combines aesthetics with practicality, making it a standout choice in the market. I highly recommend it to anyone in search of a reliable and stylish companion for their daily adventures."
4,Bag is do not come with first aid,"Bag is overall is good my old bag still in fine position and I bought that 6yrs ago Skybags
Hope this bag last long too 💀🤞"
4,Bag review,Liked this bag.Look wise and quality wise it's awesome.
5,Secure and Spacious,"This bag, even though has only one zip compartment for Security reasons, has many pockets inside it to get the job done. Its laptop section is also fine for my 15"" laptop. I frequently use it for intercity travel as well as for my college and I have no complaints about it."
5,Comfortable Backpack,"This is one of the best backpack I ever had. Its way too comfortable when you wear it. You can have a laptop and put some books (according to your work)

It's water resistant but in the back pocket of the bag, there's a rain cover to protect the bag from heavy rain and so, you don't have to bring your bag under the umbrella when it rains.

I wanted the back because the last time, I had other bag and my wallet got stolen but this bag's chain are on the bag and it's nearly not possible for anyone to steal the valuables from the bag.

Worth of a product."
4,Space,"A great product, really happy with it.
1. My 15 inch laptop fits perfectly.
2. The pockets which company has offered are very nice, it depends upon the customers too as to which pockets they want to use it for.
3. You got rain cover with the bag itself, no need to purchase it spereatly.
4. I would recommend not to put anything electronic related items in back pocket of the bag as it might get wet when it's raining.

Although I really loved the product. 🤩"
4,Worthy,It's worth buying..
5,Good to go with,Nice bag with a stylish looks. Rain cover is not of use but that's fine. Usb portal is very useful.
4,Just a laptop backpack for antiteft,"It can fit in a normal slim laptop but with some difficulty, it can also fit in a gaming laptop. It has just one zip with multiple pouches inside with small and compact design."
5,Value for money,Great bag pack for daily life
4,Excellent,Iam getting on offer price its most worthy
5,A Practical and Secure Companion for Your Belongings,"I recently purchased the Anti-Thrift Backpack, and I must say it has proven to be a practical and secure companion for my belongings. Here's my comprehensive review of this unique backpack:

Design and Construction:
The Anti-Thrift Backpack features a sleek and modern design that is both visually appealing and functional. The exterior is made from a durable and water-resistant material that effectively protects the contents from the elements. The overall construction feels sturdy and well-built, ensuring longevity with regular use.

Anti-Theft Features:
One of the standout features of this backpack is its anti-theft design. It incorporates various security measures to keep your belongings safe. The main compartment of the backpack is concealed against your back, making it difficult for unauthorized individuals to access it without your knowledge. Additionally, the zippers are hidden and not easily visible, further deterring potential thieves. These anti-theft features provide peace of mind, especially in crowded or public settings.

Storage Capacity and Organization:
The backpack offers ample storage space, allowing you to carry your essentials and more. It features multiple compartments, including a padded laptop sleeve, a spacious main compartment, and smaller pockets for organizing smaller items like keys, pens, and a smartphone. The laptop sleeve provides excellent protection and can accommodate most standard-sized laptops.

Comfort and Ergonomics:
Comfort is an important factor when it comes to choosing a backpack, and the Anti-Thrift Backpack delivers in this aspect. The adjustable shoulder straps are padded and provide good support, reducing strain on your shoulders and back. The back panel is also padded and breathable, promoting airflow and preventing excessive sweating. However, for extended periods of heavy use, the padding on the shoulder straps could be slightly improved.

Additional Features:
The backpack comes with some additional features that enhance its functionality. It includes a USB charging port on the side, allowing you to conveniently charge your devices on the go. However, please note that you would need to provide your own power bank for this feature to work. The backpack also has a luggage strap on the back, which is useful for attaching it to a suitcase when traveling.

Value for Money:
Considering its overall quality and the added security features, the Anti-Thrift Backpack offers good value for money. While it may be slightly more expensive than regular backpacks, the peace of mind and practicality it provides make it worth the investment, especially for individuals who frequently travel or navigate crowded areas.

Conclusion:
The Anti-Thrift Backpack is an excellent choice for those seeking a reliable and secure backpack. Its anti-theft design, durable construction, ample storage capacity, and additional features make it a practical companion for daily use or travel. With its sleek design and functionality, this backpack is a worthy investment to protect your belongings and keep them organized."
4,Space,Space is not so large..buy this bag only if you are a backbencher...can carry few books along with lunch ✌️
4,Bag quality,Best
4,Comparatively very good,Good back
5,Good quality,"Good quality, very handy and looks good as well"
5,Worth every penny,Feels premium and looks really attractive. The color I chose matches my helmet and I got a lot of compliments for this bag at work. There are many sections inside the bag as you'll see in some of the other reviews. It also comes with a rain cover which is nice. I'm happy with this and I hope it lasts long!
4,Bag colour,The quality of the bag is very nice no complaint about it but the colour in the pic and the colour we receive are different. It's not grey on it's side it's somewhat greenish. Other than this the bag is worth buying
4,Quality product,"Well design and quality product, size is little bit smaller than i am expected"
5,"Best bag ♥️ Watch full video . You can use for travel,college, school,office"," There is only one best bag. No dictation will come to you.. I told you that there should be no less space..but brother no dictation will come 🫴♥️
There is a lot of space, I have done all the tests and clothes tests 👕👔👖📚
Watch full video 🫰♥️"
5,Good quality,Little space
5,One year review,Excellent product ....
5,Best of the best,Best product grab yourself without regret
4,Look good,Good quality and good anti theft
5,Amazing Product.,Sleek and compact design as I've expected. Very good for light weight items.
5,Its really a nice product,Everything is all fine with this bag...
5,Amazing,The best backpack at this price.
5,Owsam product,Owsam product.
5,Perfect laptop bag for travel( 15.6 inch laptops)," A 23-25l laptop backbag is well suites for 15-16 inch laptops even though the design is for 15 inch. You will experience a plenty of space for housing your laptop, cusions are comfortable to hold a gaming laptop, inner material and the bottom abrasive layer is pretty good as specified in description. Overall in my experience I brought this for 15.6 Acer predator laptop , it fits well without any adjustments Cables are of good quality which last for long and the raincover is good 👍"
5,Perfect Bagpack for office purpose,"It's wonderful. Liked it product.
Although it has limit pockets but it's amazing. U have spacious for keeping laptop & other things. Small things in side pocket. And hidden pocket back side of bag which is helpful for me in local train travelling. Theft is impossible from bag. Got in 1200 in offer.
Highly recommended for office purpose."
5,Nice Product,Nice Quality Product
4,There is space issue,You cannot overfill it just 2 jeans with laptop or 5 books and laptop else the stuff is fabulous there is no quality problem
5,Best and attractive,"Its a quality bag for commuting from Office to home or college to home.
Adequate for 15/16 inch laptops. Enough compartment for books and material.
Power bank space with inner connection space.
Material seems to be very good."
5,Best,Best for this price range.
5,Ultimate and value for mony with comfort and portability,Very good product like world in matchbox
4,Top Quality, Absolutely wonderful product... Loved it... Very ergonomic and light weight ... Fits nicely on your back
5,"Looks cool, has great protection",I have watched so many reviews before purchasing the item..it has all the features I need and also they have send one n95 mask with it..very much happy with the product and thanks amazon and articfox
4,Simply awesome.,"The build quality is beyond par for the pricing. It's durable and light weight at the same time. Holds a lot of items and still fits onto your back perfectly with flexible straps. The zippers are made nicely and the bag is totally water resistant except for the back mesh and the shoulder straps. The rain covers works wonderfully but water seeps in at times from the closure. Being a drawstring bag itself, the rain cover makes it easy to carry the bag during rains."
4,Stylish bag,nice looking but space is little less
4,Nice product go for it..,By photos you will think that the patterns are gray color but it's actually green tone and in all review inside patern was different from my bag. So i have some confusion and i think they are decreasing the quality because price is decreasing.
4,The quality of the product is very good 👍.,"Its a very good product , one of the most popular bag that i ever wanted and would like to see more from the community. Little bit of expensive.satisfied with the product"
4,Worth,Worth for money 💯
5,Strong and durable,The bag is sturdy and very good
4,Overall good bag,"Good quality, good looking bag, just 1 issue is that when I keep a book in it, after a day the book bends due to the bag."
4,Awesome really I like,Awesome product
4,Good Product,Must purchase
5,Nice product,Nice product
5,Great quality,I’m a tech guy and I carry alot of stuff related to tech and this bag completes all my requirements
5,Quality,I like this product.. It is ok under 13k
5,good,"Everything is good like quality, material, and design but there is only one problem which is the small space(not that much) but it depends on you for me its perfect because I'm a college student."
5,"Cool bag,","Play Video
 I think arcticfox should provide more pocket inside the bag"
5,Review on bag,"This bag is a stylish and practical accessory. Its ample storage and comfortable design make it perfect for daily use. The quality craftsmanship ensures durability, making it a worthwhile investment."
5,It's amazing inside out,Great quality backpack just get it and you will thank yourself
5,pretty cool and comfortable.,"Bag is pretty cool and comfortable.
Its one of the best choice under this range of money. It is spacious and pockets are great too. (many hidden pockets to save things from stealing). And whole bag is perfectly protective against water and thefts. It’s convenient to use"
4,Good in this segment,There is no draw string and mask in this bag thats the only con . None the less it is a very good bag for college purpose
4,Great product,The quality is subperb. But just one point to highlight is the glue of plastic wrap that protects the logo. It doesn't wash off quickly. Rest happy with the bag!
5,Good quality bag,Value for money
5,Impressed,Value for money
5,Good product,It's very good product more than expectations
5,Great product,"Good quality, finish and looks. Love it"
5,OUTSTANDING ❤,"I like the build quality. Space is outstanding,. There is a mask protection. of artic fox. Weight is about 600gm.and colour is marble black. Performance wise it is good"
5,Superb,Stitching is nicely done.... material quality looks super ....provides full protection to your items you want to carry...overall 5/5 ✨✨
4,Product Value,"The product is value for money. It product is very good looking and its design is awesome.
And, material is also good."
5,Amazing product with reasonable price,The quality is definitely amazing which gives a premium vibe and the straps are comfortable to wear. The laptop space is also nice
4,good produce,good product. Bit expensive
5,Good material,Nice bag
5,Mass,Nice
4,Review,Very good product.
5,Spacious & durable,"Like the shape, build quality"
5,Excellent Bag,Very good product. Looks cool
5,"High quality bag, Very much satisfied","The quality as well as look is just the best, it's got a sexy look, perfect fr a college student. Made in INDIA product, just loved it. Go fr it, worth every single penny. Quiet spacious too than expected."
5,Perfect Go-To Bag,Perfect for Office and Very Sturdy packaging with a rain coat for the bag so for laptop carriers it's perfect
4,Good at this price,
4,Nice,Nice product
5,Excellent Quality! Must Buy.,Bag Quality is Excellent and good space management.Also got free mask with it.
5,Good,"Best for office and college. But if you carry too many books then you can't fit your lunch box. I travel by public transport (bus). So the bag really suffers a lot everyday. But still goo as new. Freaking durable.
Btw i writings thus review after one year of use"
5,Nice product,Value for money
5,Really good as per the price range,"I didnt expected this bag to be this good to be honest but it really well padded and safe for laptop, it is little bulky in design which I like it also water resistance is good, only the delivery was not on time it was 1 day late other than that it is really good product"
5,Value for money,Best bag I have ever used in my life it's give primium look ..and it's rain cover is also 🔥💯 sexy.. don't think just go for it..and it has hidden chain which is stick at your back ..i just love this bag ..but the company who had made this bag they didn't give lock to secure our goodies..
5,A Superb Buy,Thank you so much. No words for this product. Amazing and surprisingly really high quality bag received. One of the best purchase I’ve made in Amazon. 10/10 quality & 10/10 design. Everyone loved it in my group.
5,The quality,"Fantastic quality , thought it is a bit smaller than expected , but it's good , has a mask and raincover inside and comes with good packaging , overall 4.8/5 ! , 🚫 Not Recommended for school students. (I purchased it for 1440 rs and it's worth it)."
5,Value for money,"The product is awesome. The quality of fabric,zip,logo is excellent. It's very lightweight as well and super classy. You will see people noticing it when you will walk on the streets.
Adding one more point after using it for a while, It's of excellent use in the rainy weather. The rain cover fully covers it and still it looks great."
4,Quality bag,"People around you will definitely ask bag mast he kidhar se liya
⭐⭐⭐⭐, thoda aur sasta hona chaiye tha between 1200-1300.."
5,Value for money 💰,"Really wonderful looking , im using since 1 month"
5,It's so expensive,It's a nice and beautiful bag to carry
5,Best quality,The bag is very comfortable in this price ☺️ and high quality bag in its price
5,CLASSY,Sexyyyyyyy
5,Premium bag,Premium and best quality bag ever ever ever ever ever i have brought
5,The allrounder bagpack,Quality of this bag is very high also the leather is very premium and durable.
4,You don't get the Drawstring Raincover!!,"The bag is great over all, saw a little tampering with the pack may be because of security reasons 🤷‍♂️ over all bag is good but this bag do not come with the official drawstring raincover(personally that was the most sad thing... ) other than that yup its the best [still advised to buy from official website..🫥]"
4,Size,Ideal for upto 15.6 inch laptop but not more than that.
5,Superbbb👌,"Good quality, designed fantastic, comfortable for travel and office aslo."
5,Awesome bag with better buid quality,The bag is too good for office stuff. And use for long term but i wish there should be more section inside it. But build quality is up to mark highly recommended.
5,Good product,"I like the build quality most, perfect for office use on daily basis."
5,Premium Quality,Looks like riding backpack and premium quality i just love it
4,product quality is very good,This bag quality is very good 💯😊
4,Good looking and good quality,Worth for the price and really comfortable to carry and travel. And has good capacity to hold belongings
5,Best bag ever used.,"I had already got many bags myself but this one is the best among all, it has many features that is only available in premium segment bagpacks.
I recommend is 100% to everyone."
5,Best for collage uses,"Great delivery, on time and properly secured, sealed.
Original, goodlooking"
5,Money well spent,"Recieved the bag yesterday , ontime delivery, thanks to Amazon team.

I had a clear check list on purchase of the bag and some of the most important points are
-> good laptop padding for good laptop protection
->waterproof for my daily office rides
->trendy design for weekend getaway bag
-> ample space that can support my laptop, 1 diary, water bottle and 2 pair of dresses

This bag has surprised me by fulfilling all needs . The bag is designed remarkably well with a lot of hidden useful pockets.
3/4 th of the bag can be opened for arranging the contents of the bag.
Luckily it rained today, not a heavy one and found out that bag along with the rain cover provided is well and good for moderate rains as no water seepage has occurred.
Thanks Arctic Fox for giving free Mask and rain cover .
This bag is also a good attention grabber, as most of my colleagues have enquired today itself and where I bought this from.
In my opinion a good value for money product which is packed with features and quality which is lacking in this price range ."
3,Finishing is not up to mark..Not happy,On Some parts stitching is not properly done. And stains are also there. Need to improve the finishing
3,Bag size.,Smaller than expected.But quality is good.
3,Very good,"Play Video
 Looks good and worthy.."
3,Overall good product but issue with the power bank point in the bag,"The bag is really good in terms of material used to make which feels premium and durable as well as it is adequately spacious and all the necessary items fit within.

Only Problem i encountered is with the power bank pouch. The wire used inside the pouch feels of low quality as it seems to be not compatible with a fast charging power bank (example: MI power banks).
Also the external port through which the charging cable can be plugged into the phone seems to be of poor quality as the charging cable plugs out even with a slightest movement of the bag."
3,Not received proper items as included with the product.,Didn't receive any mask and rain cover with this backpack.
3,Not same as shown in photos,"The outer quality of the bag is good but inside quality is not good and the zip quality is very cheap 😕 in this prize range they should have gave us metal zips, and the inside colour of the bag is different from the photos shown in this page I thought I will get silver colour inside but it's black really dispointed:("
3,Overall Good bag but,"If you have a Gaming laptop (i have Dell G15 5515) its very difficult to fit in, if you have any notebook 15.6"" it'll fit easily, but the space for laptop thickness wise is a bit less. Overall bag is of good quality and built."
3,Look wise amazing 5/ 5. Quality wise 3/5. Storage wise 2/5,"Looks 5/5
Storage 2/5
Quality 3/5"
3,"Great with build quality, but everything in not in this package.","Not too spacious to add tiffin along with laptop 😤, rest of things are good to go."
3,Quality and packaging,Quality is not so bad but product packaging quality is so bad and it affects the product 😔
3,Average,Waise to bag theek hai must buy but iske straps chote hai aur isme 1 compartment hone ke karan app baad me iritate ho sakte hain isme 1 ltr water bottle fit hone me problem hoti hai
3,"Good bag, a little less space.","The bag design is great, it's comfortable to wear as well. It's anti-theft is alright. But when I purchased the bag it came with loose strings out in the stitches because of which the zip wouldn't move. It is really constricted in its space, you cannot place a lot of stuff despite what you may think. It is great for light travel though, the rain cover has a slot in the bag you can keep at all times and is great.
Overall it's a decent purchase as long as you know it isn't for packing too many things. It's comfortable and looks good, is good quality material as well so seems like it'll last real long."
3,Stitching is not good,"Play Video
 Stitching is open someplace and threads is not cut well . Material is good quality but finishing is also important"
3,Avarage product,Inside space is very small. Design and quality is good.
3,Not come in same colour,But build quality is good and superb for college
3,Stitching is not good as brand like safari.,"pros
Bag material quality is really good.
It looks really premium.
Safe for my hp pavilion laptop.
Zippers quality is fine.

Cons
Low quality metal zippers in small pockets.
Threads coming out from stitched area.(hope it will last)
Med kit not provided. (Only a COVID mask
.
.
Conclusion-you should go for this bag (only for lite use) like laptop and gadgets.
I am not sure about its stitching ,hope it will last long .
."
3,Product is really good,"Product is looking awsm
You don't regret after buying"
3,little satisfied,bag was good although raincover was changed
2,Not As Soon In YT Videos,"Bag is Good But Not What We See In Youtube Videos,

Video Shows They Give MediKit, But in real their is mask, Which is not even seems high quality,

Rain Cover, In Yt you see a rope with it, so you can wear bag on raincover but however now bags don’t have that, so its hard to carry in that,

Handles seems not much strong,

Its look great, great branding, but they shouldn’t change what shows in Youtube,

Seems like cost cutting, i was expecting much better but however I won’t returning, as its seems fine at this cost, but not fully happy"
3,Missing Mask.,"this is a cool backpack. but they didn't include the mask they said they'll include. it was missing from the package. apart from that, it is a pretty nice backpack. but yeah, missing mask and the package wasn't even tampered with. searched every part of the backpack. couldn't find."
2,Poor stitching quality,"Play Video
 Its not even been 3months, but the stitching near the shoulder strap came out. Warranty service is waste. They'll ask you to ship the product to thier office in Bengaluru for them to repair it."
3,Best Quality but space is very less,Best quality but space is very less
1,Charging port is not working,Quality is good but charging port is not working
3,worth the price but little congested,"Bag is pretty good , especially the padding , waterproofing and good build quality. Don't think i'll even need the rain cover .But zip gets stuck sometimes and i wish it was little more spacious and had another seperate compartment because after my laptop and books there's barely any space left for other things. water bottle holder is too small , doesn't expand much. having foam padding on the back side might have added some comfort.
Overall it's good for college use, can carry about 10 notebooks , a laptop and some accessories, not meant for travelling."
3,IT'S TOO SMALL,OVERALL QUALITY AND OTHER ASPECTS ARE GREAT BUT IT'S TOO SMALL IN SIZE. AND WHEN I TRIED TO RETURN THE PRODUCT THERE WAS NO OPTION AVAILABLE FOR RETURN.
3,Entirely Different.... Experience !,"I liked this bas a lot, and a friend of mine recommended me this bag. But it doesn't feel that worth.
The zipper quality is very bad, and the PowerBank port is not functional.... It's not working.
The space too is very less than expected, hardly 4 books.
The bag is very stiff, Actually discomfortable while it's on the back.

Considering good, better and best...
It is good !"
3,USB port not working.,"I ordered the product for college use and after 2 days I found that USB port was not working. Also I can't replace the product because I was shifting to my college in other state. And when I came to college, I found that my roommate also have same backpack with not working USB port."
3,A bit less spacious then expected,"A bit less spacious, a gaming laptop and 3pieces of garments will tke up all of the space tho chargers cables and other documents stuff can be kept. But it will be tightly arranged"
3,missing!!!!,mask is missing and quality of rain cover in not good.....
3,Brand logo shifted, Actually quality is good for usable but there brand logo shifted so please improve immediately & only rain cover is present there not given any first aid kit.
3,Product review,Slightly good
1,Small size,Very little space in the bag. No use.
3,Nice,Nice looks but got different colour and no mask
3,Good Quality bag but small capacity,The bag quality is good. But the capacity is very low due to the design. Not too convenient to keep and take items often.
1,Material Quality is only Good,"Material Quality is good but every other things are bad like USB Cable used in the bag are very bad.

I am having Super Fast Power Bank but if you connected through the bag USB the charging speed is very very slow and waste of having USB Port in the bag.

There should be more components."
3,Good Bag,It's a good product but quality can be improved. Not sure if this is waterproof or not but good look
1,The item was missing from the bad,The produce was not there in the box
3,Too much wide,Too much wide. The picture is not enough to get a clear idea. Water resistant only when water falls on top of it not when it falls in a water pool or road pothole. Water will enter it in that case. Security features are good as mentioned. But that can be cut easily if the thief has good cutting equipment. Value for money if you are getting it under your 1400. Prices fluctuate on Amazon. Avoid buying at 1999. Not worth 1999.
3,Not enough space for carrying daily essentials to work.,I bought this bag after seeing that they give full rain cover which others dont give. The bag doesnt have that much storage volume. You can't even carry a small cylindrical lunch box along with laptop. Its better to go with more volume bags if you carry other things with laptop.
3,Warranty just for showcasing. They are least bothered about customer satisfaction and retention!,"Got this bag a month ago...looks good...the chargable concept is funny it just transfers the powerbank's charge to your phone, but thats ok what bothered me the most is its been more than 2 weeks since i have applied for a warranty but have not received any reply from them, as asked i submitted my details and the bill but invain. I tried connecting to them but of no help, I wonder if the warranty is just for showcasing."
3,Artic fox,Bag is good but not water proof
1,Anti theft,The anti theft cord is missing
1,Caution: seller will send used products,"Thoroughly check for faults and signs of use. In my case, I found these two tickets in the bag. These tickets were dated just a week before I placed my order. Never buying another product from Artic Fox or this seller again. There is also no seller stamp or sign to register this product for warranty."
1,Poor quality stitches,"Stitches are improper, rain cover is not as i saw in video, please provide that rain cover have a rop with it and also medikit is missing ita not important so (medikit)...
As spending 1500/- you have to maintain all the things. To sustain reputation you have to take care of the quality of your product."
3,Space is very limited because of the thick and sponzy material used to make bag,I put my laptop and doc file which cover around 60% of space if i have to put pair of cloths it would be very difficult as it dosent have sperate compartments.
2,Product quality pretty awesome....stitching Quality issue.,Not as shown in image. Stitching at both side on top of PU leather are not same some loose part may got wrinke soon I have marked on pic attached. Want replacement.
3,Very low space,Material quality is good. But no sufficient space.
3,Medi kit wasn't provided,Quality is enpressive but medi kit wasn't provided with backpack
3,Stylish but uncomfortable,The bag looks nice and stylish but fails somehow as a bag. Something is off with the design that your shoulders hurt after a bit and the space inside isn't great either to carry a lot of stuff. There is a pouch for a bottle but too small for almost any bottle lol.
1,Damage product received,"I received the Laptop backpack, but unfortunately, the laptop strip is torn. This damage is quite disappointing, as it affects the functionality and overall usability of the product. I hope the issue can be resolved promptly to ensure a better customer experience."
3,Drawstring bag not provided,I got normal rain cover. Drawstring bag not provided. That is the only drawback from me. Bag quality is superb.
3,ok type of product,Not as sturdy as I think. But it is ok we are using it
2,Stiching is not proper on one side,One side stiching is not proper and all other is ok
2,Less space,In don't receive medical kit instead of that i got n-95 mask . Don't buy this bag for college or other except for laptop because it is only made for laptop because only 5 notebook 📓 fit inside it no space left where i put my books and lunchbox 🤐
3,Not bad for the money,"The quality is good, water resistance is ok, but they include a rain cover so that covers the issue, not as big as shown in the pictures, definitely not 23 lit, maybe 19lit and that's stretching it."
3,No first aid kit,No first aid kit provided as promised
3,Stitching,Not the best stitching material.
3,Okayish,Didn't like the model or structure of the bag
1,"Less pockets, hard to use","Good product, but very Hard to use and not for traveling, you will miss pockets. Only office to home and office."
2,Not worth,Less space and very difficult to open the zip and less compartments
3,Quality not satisfied,Quality not staisfied
1,Improper accessories,Rain cover and mask are not provided
2,quality,i don't know about you guys but the product i received had bad stitching.But looks good but for quality must be good but the padding they gave was'nt feeling much good either
3,"'usb port not working """,Charger cable isn't fitting in usb port
1,Worst,Waste of money.applied for return and not any response from their side.not only the product lost trust on Amazon itself.
1,Missing item in bag,Didn't receive rain and medkit as shown in description.
2,USB not working,USB port not working
1,Customer service not responding,"USB CHARGING POINT is not working.
I requested for return, but customer service is not responding"
2,Faulty charging port,"The port where you are supposed to plug the USB cable is stitched up as well, thus I am unable to plug my USB cable, making it useless. Apart from that minor problem was the zipper chain at the side is also not working properly. Rest everything seems fine for now. Only reason that I'm not giving this 1 star is that the product material seems good."
2,Bag should have some stretchable material for main compartment.,If Bag should have some stretchable material at both sides of main compartment then it could be completely handy bag in all situations.
2,The zip is not locking after 1 month of usage.,"Play Video
 Product was good when received. But its zip locker is not working properly after 1 month of usage. Never expected this from a 1.5k bag. Disappointed."
3,Good quality Bag,"Play Video
 Good quality Bag"
3,Nice 👍🏾,Not have have length with have been expected.
3,😑😑,Slow charging problem 😑😑
3,Fabulous Product,It was a great product
3,Good,Good
2,Too small,Too small and less compartment.
2,How's the quality of bag ?,very cheap quality
2,Features don’t work,Mobile charging doesn’t work at all
1,"Rain Cover Is Missing , Rain Cover Is Not Available In My Backpack , Please Provide My Rain Cover ."," Rain Cover Is Missing , Rain Cover Is Not Available In My Backpack , Please Provide My Rain Cover ."
2,The Raincoat and fastaid kit missing both time,The Raincoat and fastaid kit was missing both time I replaced and at last I have to return this product
2,Raincover does not have drawstrings,"The bag comes with raincover without any strings but it is shown that it have strings in the bag , that is why I am returning it."
2,Not enough space....,I can't fit some notebooks after laptop..very low space
2,Zippers are of very poor quality,Not that much durable
1,It's very cheap quality,
1,I don’t get first aid kit with bag,Nice But Stiches of zip Is loosing so fast And Leather material Is scratchable
1,USB charging port is not functional.,"The charging port doesn’t work. Could’ve returned it but I checked after the return period. The laptop 15.6 inch hardly fits. Overall a good bag, if you travel a lot. No of materials you can carry inside this too less. Water bottle hardly fits, needed to buy a small one."
3,The outside port doesn’t work with ios devices,The bag is of good quality. Later while trying to charge I came to know that the outside port doesn’t support iphones. Tried to raise a warranty claim but it seems they already knew!
1,"Good Quality Bag, Poor Design and stitching","You can see in the pic that the bag was sewed in a haste and the stitching is not in a straight line.

Quality of the material used is really impressive but the stitching and sewing are not.

The powerbank pocket is so congested that data cable will definitely get damaged when plugged."
